source_domain,page_url,product_name,review_id,review_title,review_text,rating,author,review_date,aggregate_rating,rating_count,review_count
play.google.com,https://play.google.com/store/apps/details?id=com.lazada.android,,,,,4.748586654663086,,,4.748586654663086,28836456,
